Niveau,Code de la CNP v1.0,Titres de classes,Nom du type d’élément Français,Description d’élément Français
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice de pavillon - école secondaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice de programmes d'enseignement 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école communautaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école de métiers au niveau secondaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école pour Autochtones 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école pour personnes ayant une déficience visuelle 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école pour personnes malentendantes 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école pour personnes sourdes ou aveugles 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école primaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école privée 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école secondaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice d'école technique au niveau secondaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice des affaires pédagogiques 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice des écoles élémentaires 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice des programmes d'enseignement dans les écoles publiques 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice des services aux élèves 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice des services pédagogiques 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,directeur/directrice du perfectionnement professionnel - écoles 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,doyen/doyenne des affaires académiques - école secondaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant adjoint/surintendante adjointe de district scolaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant adjoint/surintendante adjointe d'écoles 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant principal/surintendante principale des écoles 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant scolaire adjoint/surintendante scolaire adjointe de district 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant scolaire régional/surintendante scolaire régionale 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant scolaire/surintendante scolaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant scolaire/surintendante scolaire de district 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante de district scolaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante de l'enseignement spécialisé 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante de l'exploitation - écoles 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante de programmes d'enseignement 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante d'école secondaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante des affaires pédagogiques 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante des écoles élémentaires 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante des programmes d'enseignement dans les écoles publiques 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante des services aux élèves 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante du perfectionnement professionnel - écoles 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Tous les exemples,surintendant/surintendante des services pédagogiques 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Exclusion(s),Administrateurs/administratrices - enseignement postsecondaire et formation professionnelle  (Voir 40020 Administrateurs/administratrices - enseignement postsecondaire et formation professionnelle)
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Exclusion(s),"Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement  (Voir 41405 Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement)"
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Exclusion(s),Gestionnaires de la fonction publique - élaboration de politiques en matière d'éducation et administration de programmes  (Voir 40012 Gestionnaires de la fonction publique - élaboration de politiques en matière d'éducation et administration de programmes)
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Exclusion(s),"Cadres supérieurs/cadres supérieures - santé, enseignement, services sociaux et communautaires et associations mutuelles  (Voir 00013 Cadres supérieurs/cadres supérieures - santé, enseignement, services sociaux et communautaires et associations mutuelles)"
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,Ce groupe exerce une partie ou l'ensemble des fonctions suivantes : 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,Directeurs d'école 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,"planifier, organiser, diriger, contrôler et évaluer, par l'intermédiaire des chefs de département ou des superviseurs, les activités du personnel enseignant et du personnel de soutien; "
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,examiner les programmes afin de s'assurer de leur conformité aux normes de la commission ou du conseil scolaire ou de la province et élaborer des programmes dans la limite de leur mandat; 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,"coordonner les activités d'enseignement de l'établissement et, à cette fin, affecter le personnel à ses fonctions, déterminer le nombre d'élèves dans chaque classe et préparer les horaires; "
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,organiser et appliquer des méthodes de gestion des dossiers; 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,préparer et administrer le budget du programme ou de l'établissement; 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,diriger et coordonner les services d'entretien et l'utilisation des installations scolaires; 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,"recruter et engager, s'il y a lieu, les enseignants et autre personnel; "
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,"enseigner, au besoin. "
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,Administrateurs de programmes d'enseignement aux niveaux primaire et secondaire 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,"planifier, organiser, diriger, contrôler et évaluer, par l'intermédiaire de directeurs d'école, les affaires pédagogiques d'un système scolaire; "
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,"évaluer les programmes d'études, les méthodes d'enseignement et la participation publique aux divers programmes du système scolaire et réviser les programmes si nécessaire; "
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,élaborer et administrer les programmes d'enseignement et de formation destinés aux élèves et aux adultes; 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,faire des recommandations concernant le budget annuel de fonctionnement du système scolaire; 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Fonctions principales,"diriger le recrutement, la nomination, la formation, l'évaluation et la promotion du personnel enseignant. "
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Conditions d'accès à la profession,Un baccalauréat en éducation est exigé. 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Conditions d'accès à la profession,Une maîtrise en éducation peut être exigée. 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Conditions d'accès à la profession,Plusieurs années d'expérience comme enseignant en chef ou chef de département sont exigées. 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Conditions d'accès à la profession,Un certificat d'enseignant est exigé par la province d'emploi. 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Conditions d'accès à la profession,Un certificat de directeur d'école est parfois exigé des directeurs d'école. 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Conditions d'accès à la profession,Un certificat d'agent de supervision est parfois exigé des administrateurs de programmes d'enseignement aux niveaux primaire et secondaire. 
5,40021,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,Renseignements supplémentaires,"Il existe peu de mobilité entre les établissements scolaires, c'est-à-dire entre les postes de directeur d'école primaire et de directeur d'école secondaire. "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),administrateur régional/administratrice régionale des services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),administrateur/administratrice des services d'aide sociale à l'enfance 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice d'association 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice d'association commerciale 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de centre communautaire 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de centre de détention 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de district des services aux familles 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de groupe de protection de l'environnement 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de la sécurité du revenu 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de l'aide sociale 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de prison 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de société d'aide à l'enfance 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice de traitement et de formation correctionnels 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice des services aux membres d'organisme doté d'une affiliation 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice des services bénévoles 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice d'établissement correctionnel 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice d'organisation politique 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice d'organisation syndicale 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),directeur/directrice du travail social 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exemple(s) illustratif(s),"vice-président adjoint/vice-présidente adjointe - santé, enseignement, services sociaux et communautaires et associations mutuelles "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,administrateur régional/administratrice régionale des services correctionnels 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,administrateur régional/administratrice régionale des services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,administrateur/administratrice de centre de la petite enfance 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,administrateur/administratrice de centre de services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,administrateur/administratrice de Chambre de commerce 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,administrateur/administratrice des services d'aide sociale à l'enfance 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,administrateur/administratrice des services de bien-être de l'enfance 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,chef de département des services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,commis à l'Assemblée législative 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,commis en chef de la Chambre des communes 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,coordonnateur provincial/coordonnatrice provinciale des services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,coordonnateur/coordonnatrice de grands projets communautaires 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,coordonnateur/coordonnatrice des arts communautaires 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur général/directrice générale d'association d'enseignantes et d'enseignants 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur général/directrice générale de service social 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur local/directrice locale des services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'association 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'association commerciale 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'association de fabricants 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de centre communautaire 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de centre d'accueil pour hommes 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de centre de détention 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de centre de la petite enfance 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de centre de services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de centre d'hébergement pour hommes 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de centre pour Autochtones 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de centre pour femmes 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de département d'organisme de bien-être social 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de district des services aux familles 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de district des services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de foyer collectif 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de foyer de groupe 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de groupe de protection de l'environnement 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de la sécurité du revenu 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de l'aide sociale 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de l'éducation religieuse 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de l'information aux consommateurs 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de maison de transition 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de prison 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de programme au niveau préscolaire 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de programme international - coopérative 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de services résidentiels de réadaptation 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de société d'aide à l'enfance 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de société de service de réadaptation correctionnelle 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice de traitement et de formation correctionnels 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'école au niveau préscolaire 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des opérations - service du logement 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des programmes communautaires 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des relations bilatérales - services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des ressources familiales 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services aux anciens combattants 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services aux jeunes contrevenants 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services aux jeunes délinquants 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services aux membres d'organisme doté d'une affiliation 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services bénévoles 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services communautaires 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services correctionnels 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services d'aide familiale - services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services de bien-être social 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services de counseling 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services de psychologie 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services d'orientation 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services psychologiques 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice des services sociaux 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'établissement correctionnel 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'ONG (organisation non gouvernementale) 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'organisation non gouvernementale (ONG) 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'organisation politique 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'organisation syndicale 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'organisme de bien-être social 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice du maintien du salaire 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice du travail social 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,directeur/directrice d'unité de réadaptation professionnelle 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Tous les exemples,"vice-président adjoint/vice-présidente adjointe - santé, enseignement, services sociaux et communautaires et associations mutuelles "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exclusion(s),Gestionnaires de la fonction publique - élaboration de politiques et administration de programmes sociaux et de santé  (Voir 40010 Gestionnaires de la fonction publique - élaboration de politiques et administration de programmes sociaux et de santé)
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Exclusion(s),"Cadres supérieurs/cadres supérieures - santé, enseignement, services sociaux et communautaires et associations mutuelles  (Voir 00013 Cadres supérieurs/cadres supérieures - santé, enseignement, services sociaux et communautaires et associations mutuelles)"
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,Ce groupe exerce une partie ou l'ensemble des fonctions suivantes : 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,"planifier, organiser, diriger, contrôler et évaluer l'exécution de programmes de services sociaux et communautaires tels que la sécurité du revenu, l'aide à l'enfance et les services d'abris en cas d'urgence; "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,"gérer le fonctionnement et les activités des centres sociaux et communautaires, d'installations correctionnelles et des centres de détention; "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,"administrer les programmes d'organismes non gouvernementaux engagés dans des questions d'ordre social telles que les soins de santé, les droits de la personne, la protection des consommateurs, le développement international et la protection de l'environnement; "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,"administrer les programmes des organismes dotés d'une affiliation tels que les partis politiques, les organisations syndicales et les associations de gens d'affaires et de professionnels; "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,établir des procédures administratives pour satisfaire aux objectifs du conseil d'administration ou de la haute direction; 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,"diriger et conseiller les spécialistes et les autres employés chargés d'exécuter des programmes de services sociaux et communautaires à l'intention du public, des organismes et des associations gérées par leurs membres; "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,"planifier, administrer et contrôler les budgets affectés aux programmes, au matériel et aux services de soutien; "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,représenter leur organisation respective dans les communications avec le gouvernement et les médias; 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,"participer à l'élaboration de politiques, en rédigeant des rapports et des documents d'information pour des comités de gestion et des groupes de travail; "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Fonctions principales,veiller à l'embauche et à la formation des spécialistes et des autres employés. 
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Conditions d'accès à la profession,"Une maîtrise en sciences sociales ou dans une discipline de l'administration  et plusieurs années d'expérience dans un poste connexe, tel que travailleur de services sociaux et communautaires, recherchiste des politiques sociales ou de santé, conseiller ou agent de programme, agent de probation ou de libération conditionnelle, ou travailleur social, sont habituellement exigées des directeurs des services sociaux, communautaires et correctionnels. "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Conditions d'accès à la profession,"Une vaste expérience dans un poste, une profession ou une industrie connexe est exigée des directeurs d'associations et d'organismes dotés d'une affiliation. "
5,40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",Renseignements supplémentaires,"L'expérience et une formation supplémentaire permettent d'accéder à des postes de haute direction en services sociaux, communautaires et correctionnels. "
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Exemple(s) illustratif(s),chef de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Exemple(s) illustratif(s),chef de police adjoint/chef de police adjointe 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Exemple(s) illustratif(s),chef de police des chemins de fer 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Exemple(s) illustratif(s),chef de police du port 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Exemple(s) illustratif(s),commissaire de la Gendarmerie royale du Canada (GRC) 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Exemple(s) illustratif(s),inspecteur/inspectrice du personnel d'un corps de police 
